datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
2006-12-22 2:12,0.306,0.134,245.83,1.4,0,0,0
2006-12-22 2:13,0.306,0.134,245.72,1.4,0,0,0
2006-12-22 2:14,0.304,0.136,246.03,1.4,0,0,0
2006-12-22 2:15,0.304,0.136,246.23,1.4,0,0,0
2006-12-22 2:16,0.304,0.138,246.41,1.4,0,0,0
2006-12-22 2:17,0.304,0.136,246.05,1.4,0,0,0
2006-12-22 2:18,0.24,0,246.08,1,0,0,0
2006-12-22 2:19,0.21,0,246.79,0.8,0,0,0
2006-12-22 2:20,0.302,0.102,246.31,1.4,0,0,0
2006-12-22 2:21,0.286,0.104,246.59,1.2,0,0,0
2006-12-22 2:22,0.286,0.102,245.88,1.2,0,0,0
2006-12-22 2:23,0.286,0.104,246.28,1.2,0,0,0
2006-12-22 2:24,0.286,0.108,247.23,1.2,0,0,0
2006-12-22 2:25,0.286,0.108,247.31,1.2,0,0,0
2006-12-22 2:26,0.284,0.106,246.96,1.2,0,0,0
2006-12-22 2:27,0.28,0.102,246.23,1.2,0,0,0
2006-12-22 2:28,0.21,0,247.13,0.8,0,0,0
2006-12-22 2:29,0.208,0,246.08,0.8,0,0,0
2006-12-22 2:30,0.208,0,245.78,0.8,0,0,0
2006-12-22 2:31,0.208,0,245.65,0.8,0,0,0
2006-12-22 2:32,0.208,0,246.35,0.8,0,0,0
2006-12-22 2:33,0.21,0,246.66,0.8,0,0,0
2006-12-22 2:34,0.21,0,247.68,0.8,0,0,0
2006-12-22 2:35,0.212,0,247.62,0.8,0,0,0
2006-12-22 2:36,0.21,0,247.44,0.8,0,0,0
2006-12-22 2:37,0.21,0,247.59,0.8,0,0,0
2006-12-22 2:38,0.21,0,247.7,0.8,0,0,0
2006-12-22 2:39,0.21,0,247.43,0.8,0,0,0
2006-12-22 2:40,0.21,0,246.89,0.8,0,0,0
2006-12-22 2:41,0.208,0,246.57,0.8,0,0,0
2006-12-22 2:42,0.21,0,246.76,0.8,0,0,0
2006-12-22 2:43,0.21,0,247.65,0.8,0,0,0
2006-12-22 2:44,0.276,0.066,247.83,1.2,0,0,0
2006-12-22 2:45,0.322,0.142,247.55,1.4,0,0,0
2006-12-22 2:46,0.32,0.142,247.65,1.4,0,0,0
2006-12-22 2:47,0.318,0.146,248.18,1.4,0,0,0
2006-12-22 2:48,0.316,0.144,247.93,1.4,0,0,0
2006-12-22 2:49,0.314,0.144,247.79,1.4,0,0,0
2006-12-22 2:50,0.31,0.142,247.4,1.4,0,0,0
2006-12-22 2:51,0.31,0.142,247.49,1.4,0,0,0
2006-12-22 2:52,0.31,0.144,247.97,1.4,0,0,0
2006-12-22 2:53,0.308,0.146,248.12,1.4,0,0,0
2006-12-22 2:54,0.308,0.146,248.19,1.4,0,0,0
2006-12-22 2:55,0.308,0.148,248.36,1.4,0,0,0
2006-12-22 2:56,0.308,0.148,248.53,1.4,0,0,0
2006-12-22 2:57,0.308,0.148,248.73,1.4,0,0,0
2006-12-22 2:58,0.262,0.08,248.57,1.2,0,0,0
2006-12-22 2:59,0.21,0,247.66,0.8,0,0,0
2006-12-22 3:00,0.21,0,247.44,0.8,0,0,0
2006-12-22 3:01,0.208,0,246.7,0.8,0,0,0
2006-12-22 3:02,0.206,0,245.69,0.8,0,0,0
2006-12-22 3:03,0.208,0,245.83,0.8,0,0,0
2006-12-22 3:04,0.208,0,245.97,0.8,0,0,0
2006-12-22 3:05,0.208,0,246.45,0.8,0,0,0
2006-12-22 3:06,0.208,0,246.46,0.8,0,0,0
2006-12-22 3:07,0.208,0,246.73,0.8,0,0,0
2006-12-22 3:08,0.208,0,246.51,0.8,0,0,0
2006-12-22 3:09,0.206,0,245.78,0.8,0,0,0
2006-12-22 3:10,0.206,0,245,0.8,0,0,0
2006-12-22 3:11,0.204,0,244.75,0.8,0,0,0
2006-12-22 3:12,0.226,0,245.55,1.2,0,0,0
2006-12-22 3:13,0.284,0.102,246.05,1.2,0,0,0
2006-12-22 3:14,0.284,0.104,246.41,1.2,0,0,0
2006-12-22 3:15,0.284,0.102,246.01,1.2,0,0,0
2006-12-22 3:16,0.282,0.1,245.65,1.2,0,0,0
2006-12-22 3:17,0.282,0.102,245.83,1.2,0,0,0
2006-12-22 3:18,0.282,0.102,245.67,1.2,0,0,0
2006-12-22 3:19,0.28,0.1,245.3,1.2,0,0,0
2006-12-22 3:20,0.27,0.086,245.26,1.2,0,0,0
2006-12-22 3:21,0.206,0,245.21,0.8,0,0,0
2006-12-22 3:22,0.208,0,246.18,0.8,0,0,0
2006-12-22 3:23,0.26,0.05,247.11,1.2,0,0,0
2006-12-22 3:24,0.318,0.14,247.22,1.4,0,1,0
2006-12-22 3:25,0.406,0.264,246.16,2,0,2,0
2006-12-22 3:26,0.404,0.27,246.97,2,0,1,0
2006-12-22 3:27,0.4,0.266,246.64,1.8,0,2,0
2006-12-22 3:28,0.398,0.264,245.96,1.8,0,1,0
2006-12-22 3:29,0.396,0.26,245.35,1.8,0,1,0
2006-12-22 3:30,0.394,0.262,245.62,1.8,0,2,0
2006-12-22 3:31,0.394,0.262,245.77,1.8,0,1,0
2006-12-22 3:32,0.392,0.266,246.16,1.8,0,2,0
2006-12-22 3:33,0.392,0.266,246.48,1.8,0,1,0
2006-12-22 3:34,0.39,0.268,246.73,1.8,0,1,0
2006-12-22 3:35,0.388,0.268,246.68,1.8,0,2,0
2006-12-22 3:36,0.388,0.266,246.47,1.8,0,1,0
2006-12-22 3:37,0.384,0.26,245.3,1.8,0,1,0
2006-12-22 3:38,0.366,0.236,244.59,1.8,0,2,0
2006-12-22 3:39,0.286,0.116,245.05,1.2,0,1,0
2006-12-22 3:40,0.284,0.116,244.83,1.2,0,1,0
2006-12-22 3:41,0.286,0.12,246.08,1.2,0,2,0
2006-12-22 3:42,0.286,0.12,245.94,1.2,0,1,0
2006-12-22 3:43,0.284,0.118,245.3,1.2,0,1,0
2006-12-22 3:44,0.282,0.118,245.38,1.2,0,1,0
2006-12-22 3:45,0.284,0.12,246.05,1.2,0,2,0
2006-12-22 3:46,0.282,0.118,245.56,1.2,0,1,0
2006-12-22 3:47,0.228,0,244.43,1,0,0,0
2006-12-22 3:48,0.206,0,244.81,0.8,0,0,0
2006-12-22 3:49,0.206,0,245.19,0.8,0,0,0
2006-12-22 3:50,0.208,0,245.69,0.8,0,0,0
2006-12-22 3:51,0.208,0,245.7,0.8,0,0,0
2006-12-22 3:52,0.208,0,245.44,0.8,0,0,0
2006-12-22 3:53,0.208,0,245.61,0.8,0,0,0
2006-12-22 3:54,0.208,0,245.95,0.8,0,0,0
2006-12-22 3:55,0.206,0,245.1,0.8,0,0,0
2006-12-22 3:56,0.206,0,244.73,0.8,0,0,0
2006-12-22 3:57,0.206,0,244.87,0.8,0,0,0
2006-12-22 3:58,0.208,0,245.4,0.8,0,0,0
2006-12-22 3:59,0.206,0,244.82,0.8,0,0,0
2006-12-22 4:00,0.206,0,245.07,0.8,0,0,0
2006-12-22 4:01,0.208,0,245.65,0.8,0,0,0
2006-12-22 4:02,0.208,0,245.77,0.8,0,0,0
2006-12-22 4:03,0.206,0,244.93,0.8,0,0,0
2006-12-22 4:04,0.206,0,245.44,0.8,0,0,0
2006-12-22 4:05,0.262,0,245.46,1.2,0,0,0
2006-12-22 4:06,0.338,0.136,245.26,1.6,0,0,0
2006-12-22 4:07,0.39,0.238,244.78,1.8,0,0,0
2006-12-22 4:08,0.388,0.238,245.03,1.8,0,0,0
2006-12-22 4:09,0.386,0.238,244.72,1.8,0,0,0
2006-12-22 4:10,0.384,0.24,245.19,1.8,0,0,0
2006-12-22 4:11,0.38,0.236,244.51,1.8,0,0,0
2006-12-22 4:12,0.378,0.234,244.26,1.8,0,0,0
2006-12-22 4:13,0.376,0.234,244.11,1.8,0,0,0
2006-12-22 4:14,0.356,0.208,244.23,1.6,0,0,0
2006-12-22 4:15,0.302,0.132,245.06,1.4,0,0,0
2006-12-22 4:16,0.302,0.132,245.36,1.4,0,0,0
2006-12-22 4:17,0.302,0.132,245.36,1.4,0,0,0
2006-12-22 4:18,0.3,0.128,244.71,1.4,0,0,0
2006-12-22 4:19,0.266,0.08,245.56,1.2,0,0,0
2006-12-22 4:20,0.208,0,246.11,0.8,0,0,0
2006-12-22 4:21,0.208,0,246.38,0.8,0,0,0
2006-12-22 4:22,0.21,0,247.08,0.8,0,0,0
2006-12-22 4:23,0.21,0,247.13,0.8,0,0,0
2006-12-22 4:24,0.21,0,246.92,0.8,0,0,0
2006-12-22 4:25,0.208,0,246.43,0.8,0,0,0
2006-12-22 4:26,0.21,0,247.5,0.8,0,0,0
2006-12-22 4:27,0.23,0,246.56,1,0,0,0
2006-12-22 4:28,0.228,0,246.12,1,0,0,0
2006-12-22 4:29,0.214,0,245.95,0.8,0,0,0
2006-12-22 4:30,0.208,0,246.65,0.8,0,0,0
2006-12-22 4:31,0.208,0,247.07,0.8,0,0,0
2006-12-22 4:32,0.208,0,247,0.8,0,0,0
2006-12-22 4:33,0.208,0,246.59,0.8,0,0,0
2006-12-22 4:34,0.208,0,246.02,0.8,0,0,0
2006-12-22 4:35,0.206,0,245.42,0.8,0,0,0
2006-12-22 4:36,0.206,0,245.41,0.8,0,0,0
2006-12-22 4:37,0.206,0,244.97,0.8,0,0,0
2006-12-22 4:38,0.206,0,244.75,0.8,0,0,0
2006-12-22 4:39,0.208,0,245.62,0.8,0,0,0
2006-12-22 4:40,0.206,0,244.77,0.8,0,0,0
2006-12-22 4:41,0.206,0,244.92,0.8,0,0,0
2006-12-22 4:42,0.208,0,245.07,0.8,0,0,0
2006-12-22 4:43,0.206,0,244.4,0.8,0,0,0
2006-12-22 4:44,0.206,0,243.99,0.8,0,0,0
2006-12-22 4:45,0.206,0,244.95,0.8,0,0,0
2006-12-22 4:46,0.274,0.058,244.32,1.2,0,0,0
2006-12-22 4:47,0.316,0.124,244.04,1.4,0,0,0
2006-12-22 4:48,0.314,0.128,244.89,1.4,0,0,0
2006-12-22 4:49,0.312,0.13,245.11,1.4,0,0,0
2006-12-22 4:50,0.312,0.132,245.37,1.4,0,0,0
2006-12-22 4:51,0.31,0.132,245.54,1.4,0,0,0
2006-12-22 4:52,0.308,0.13,245.21,1.4,0,0,0
2006-12-22 4:53,0.306,0.128,244.83,1.4,0,0,0
2006-12-22 4:54,0.304,0.128,244.78,1.4,0,0,0
2006-12-22 4:55,0.304,0.128,244.64,1.4,0,0,0
2006-12-22 4:56,0.302,0.128,244.57,1.4,0,0,0
2006-12-22 4:57,0.302,0.13,245.11,1.4,0,0,0
2006-12-22 4:58,0.302,0.128,244.83,1.4,0,0,0
2006-12-22 4:59,0.3,0.126,244.09,1.2,0,0,0
2006-12-22 5:00,0.262,0,244.49,1.2,0,0,0
2006-12-22 5:01,0.282,0.096,244.3,1.2,0,0,0
2006-12-22 5:02,1.162,0.08,242.53,5.2,0,0,13
2006-12-22 5:03,1.4,0.078,242.51,5.8,0,0,19
2006-12-22 5:04,1.384,0.078,242.42,5.6,0,0,18
2006-12-22 5:05,1.38,0.08,243.06,5.6,0,0,18
2006-12-22 5:06,1.368,0.078,242.54,5.6,0,0,19
2006-12-22 5:07,1.366,0.078,242.65,5.6,0,0,18
2006-12-22 5:08,1.332,0,243.49,5.4,0,0,18
2006-12-22 5:09,1.308,0,244.38,5.2,0,0,18
2006-12-22 5:10,1.3,0,243.65,5.2,0,0,18
2006-12-22 5:11,1.298,0,243.53,5.2,0,0,19
2006-12-22 5:12,1.292,0,242.96,5.2,0,0,18
2006-12-22 5:13,1.292,0,243.04,5.2,0,0,18
2006-12-22 5:14,1.298,0,243.64,5.2,0,0,18
2006-12-22 5:15,1.296,0,243.36,5.2,0,0,18
2006-12-22 5:16,1.298,0,243.71,5.2,0,0,18
2006-12-22 5:17,1.298,0,243.74,5.2,0,0,19
2006-12-22 5:18,1.296,0,243.59,5.2,0,0,18
2006-12-22 5:19,1.292,0,243.21,5.2,0,0,18
2006-12-22 5:20,1.298,0,243.7,5.2,0,0,18
2006-12-22 5:21,1.296,0,243.67,5.2,0,0,18
2006-12-22 5:22,1.304,0,244.3,5.2,0,0,18
2006-12-22 5:23,1.3,0,244.03,5.2,0,0,19
2006-12-22 5:24,1.296,0,243.68,5.2,0,0,18
2006-12-22 5:25,1.302,0,244.08,5.2,0,0,18
2006-12-22 5:26,1.306,0,244.56,5.2,0,0,18
2006-12-22 5:27,1.398,0.09,243.4,5.8,0,0,19
2006-12-22 5:28,1.404,0.114,243.6,5.8,0,0,18
2006-12-22 5:29,1.394,0.112,243.04,5.6,0,0,18
2006-12-22 5:30,1.39,0.11,242.74,5.6,0,0,18
2006-12-22 5:31,0.926,0.118,243.48,4.4,0,0,11
2006-12-22 5:32,0.308,0.134,245.57,1.4,0,0,0
2006-12-22 5:33,0.308,0.136,246.1,1.4,0,0,0
2006-12-22 5:34,0.31,0.142,247.1,1.4,0,0,0
2006-12-22 5:35,0.308,0.142,247.36,1.4,0,0,0
2006-12-22 5:36,0.31,0.146,247.89,1.4,0,0,0
2006-12-22 5:37,0.308,0.148,248.19,1.4,0,0,0
2006-12-22 5:38,0.31,0.15,248.81,1.4,0,0,0
2006-12-22 5:39,0.306,0.146,247.93,1.4,0,0,0
2006-12-22 5:40,0.28,0.102,247.07,1.2,0,0,0
2006-12-22 5:41,0.21,0,247.35,0.8,0,0,0
2006-12-22 5:42,0.276,0.066,246.77,1.4,0,0,0
2006-12-22 5:43,0.3,0.124,246.08,1.2,0,1,0
2006-12-22 5:44,0.296,0.122,245.65,1.2,0,2,0
2006-12-22 5:45,0.294,0.12,245.57,1.2,0,1,0
2006-12-22 5:46,0.29,0.12,245.61,1.2,0,1,0
2006-12-22 5:47,0.292,0.122,245.87,1.2,0,2,0
2006-12-22 5:48,0.294,0.126,247.09,1.2,0,1,0
2006-12-22 5:49,0.292,0.124,246.65,1.2,0,2,0
2006-12-22 5:50,0.294,0.126,246.81,1.2,0,1,0
2006-12-22 5:51,0.292,0.124,246.6,1.2,0,2,0
2006-12-22 5:52,0.292,0.126,246.96,1.2,0,1,0
2006-12-22 5:53,0.294,0.128,247.61,1.2,0,1,0
2006-12-22 5:54,0.296,0.128,247.42,1.2,0,2,0
2006-12-22 5:55,0.34,0.17,247.14,1.6,0,1,0
2006-12-22 5:56,0.37,0.24,247.89,1.8,0,1,0
2006-12-22 5:57,0.374,0.24,247.53,1.8,0,2,0
2006-12-22 5:58,0.376,0.24,247.83,1.8,0,1,0
2006-12-22 5:59,0.372,0.24,247.63,1.8,0,1,0
2006-12-22 6:00,0.372,0.24,248.01,1.8,0,2,0
2006-12-22 6:01,0.37,0.238,247.66,1.8,0,1,0
2006-12-22 6:02,0.366,0.236,247.36,1.8,0,1,0
2006-12-22 6:03,0.318,0.166,247.7,1.4,0,1,0
2006-12-22 6:04,0.294,0.13,248.22,1.2,0,2,0
2006-12-22 6:05,0.294,0.134,248.82,1.2,0,1,0
2006-12-22 6:06,0.232,0,248.07,1,0,0,0
2006-12-22 6:07,0.218,0,247.86,0.8,0,0,0
2006-12-22 6:08,0.332,0.128,246.5,1.4,0,0,0
2006-12-22 6:09,0.326,0.136,246.39,1.4,0,0,0
2006-12-22 6:10,0.32,0.134,246.05,1.4,0,0,0
2006-12-22 6:11,0.32,0.14,247.06,1.4,0,0,0
2006-12-22 6:12,0.32,0.142,247.34,1.4,0,0,0
2006-12-22 6:13,0.318,0.142,247.36,1.4,0,0,0
2006-12-22 6:14,0.316,0.142,247.44,1.4,0,0,0
2006-12-22 6:15,0.314,0.14,246.8,1.4,0,0,0
2006-12-22 6:16,0.31,0.132,245.35,1.4,0,0,0
2006-12-22 6:17,0.308,0.13,245.01,1.4,0,0,0
2006-12-22 6:18,0.306,0.13,245.14,1.4,0,0,0
2006-12-22 6:19,0.308,0.134,245.94,1.4,0,0,0
2006-12-22 6:20,0.31,0.142,247.31,1.4,0,0,0
2006-12-22 6:21,0.284,0.104,247.65,1.2,0,0,0
2006-12-22 6:22,0.214,0,247.26,0.8,0,0,0
2006-12-22 6:23,0.214,0,247.23,0.8,0,0,0
2006-12-22 6:24,0.212,0,246.48,0.8,0,0,0
2006-12-22 6:25,0.212,0,245.85,0.8,0,0,0
2006-12-22 6:26,0.212,0,246.77,0.8,0,0,0
2006-12-22 6:27,0.214,0,247.14,0.8,0,0,0
2006-12-22 6:28,0.214,0,247.39,0.8,0,0,0
2006-12-22 6:29,0.212,0,247.17,0.8,0,0,0
2006-12-22 6:30,0.214,0,247.31,0.8,0,0,0
2006-12-22 6:31,0.21,0,245.94,0.8,0,0,0
2006-12-22 6:32,0.21,0,245.65,0.8,0,0,0
2006-12-22 6:33,0.208,0,245.06,0.8,0,0,0
2006-12-22 6:34,0.206,0,243.74,0.8,0,0,0
2006-12-22 6:35,0.206,0,244.03,0.8,0,0,0
2006-12-22 6:36,0.206,0,243.57,0.8,0,0,0
2006-12-22 6:37,0.206,0,244.19,0.8,0,0,0
2006-12-22 6:38,0.208,0,244.6,0.8,0,0,0
2006-12-22 6:39,0.208,0,244.77,0.8,0,0,0
2006-12-22 6:40,0.206,0,244.08,0.8,0,0,0
2006-12-22 6:41,0.206,0,243.73,0.8,0,0,0
2006-12-22 6:42,0.206,0,243.89,0.8,0,0,0
2006-12-22 6:43,0.206,0,243.73,0.8,0,0,0
2006-12-22 6:44,0.204,0,243.07,0.8,0,0,0
2006-12-22 6:45,0.202,0,242.25,0.8,0,0,0
2006-12-22 6:46,0.202,0,242.14,0.8,0,0,0
2006-12-22 6:47,0.202,0,242.33,0.8,0,0,0
2006-12-22 6:48,0.246,0,243.53,1.2,0,0,0
2006-12-22 6:49,0.316,0.122,243.53,1.4,0,0,0
2006-12-22 6:50,0.33,0.124,242.46,1.6,0,0,0
2006-12-22 6:51,0.384,0.222,242.23,1.8,0,0,0
2006-12-22 6:52,0.386,0.234,244.25,1.8,0,0,0
2006-12-22 6:53,0.388,0.242,245.65,1.8,0,0,0
2006-12-22 6:54,0.392,0.236,244.89,1.8,0,0,0
2006-12-22 6:55,0.564,0.23,244.33,2.6,0,0,0
2006-12-22 6:56,1.552,0.218,243.02,6.4,0,0,0
2006-12-22 6:57,1.566,0.214,242.36,6.4,0,0,0
2006-12-22 6:58,5.17,0.176,238.88,22.2,0,0,0
2006-12-22 6:59,5.208,0.128,239.02,21.8,0,0,0
2006-12-22 7:00,4.466,0.08,239.6,18.6,0,0,0
2006-12-22 7:01,3.878,0.084,240.13,16.6,0,0,0
2006-12-22 7:02,2.46,0.048,240.83,10.2,0,0,0
2006-12-22 7:03,3.434,0,239.64,14.4,0,0,0
2006-12-22 7:04,1.664,0,241.21,8,0,0,0
2006-12-22 7:05,0.788,0.058,241.66,3.4,0,0,0
2006-12-22 7:06,0.974,0.078,240.88,4,0,0,0
2006-12-22 7:07,1.004,0.074,240.55,4.2,0,0,0
2006-12-22 7:08,1.004,0.076,240.78,4.2,0,0,0
2006-12-22 7:09,1.002,0.076,240.97,4.2,0,0,0
2006-12-22 7:10,1,0.078,240.89,4.2,0,0,0
2006-12-22 7:11,0.996,0.076,240.71,4.2,0,0,0
2006-12-22 7:12,1,0.078,240.8,4.2,0,0,0
2006-12-22 7:13,1.006,0.078,241.28,4.2,0,0,0
2006-12-22 7:14,1.002,0.074,239.9,4.2,0,0,0
2006-12-22 7:15,0.996,0.076,240.05,4.2,0,0,0
2006-12-22 7:16,0.99,0.076,240.13,4.2,0,0,0
2006-12-22 7:17,0.994,0.076,240.3,4.2,0,0,0
2006-12-22 7:18,1,0.072,239.33,4.2,0,0,0
2006-12-22 7:19,1.01,0.076,240.88,4.2,0,0,0
2006-12-22 7:20,1.022,0.078,241.81,4.2,0,0,0
2006-12-22 7:21,1.016,0.076,241.47,4.2,0,0,0
2006-12-22 7:22,1.02,0.08,242.34,4.2,0,0,0
2006-12-22 7:23,1.022,0.08,242.37,4.2,0,0,0
2006-12-22 7:24,1.016,0.08,242.22,4.2,0,0,0
2006-12-22 7:25,1.008,0.08,242.09,4.2,0,0,0
2006-12-22 7:26,1.01,0.082,242.66,4.2,0,0,0
2006-12-22 7:27,1.016,0.082,242.68,4.2,0,0,0
2006-12-22 7:28,1.012,0.082,242.78,4.2,0,0,0
2006-12-22 7:29,1.374,0.206,242.83,5.8,0,0,0
2006-12-22 7:30,1.452,0.212,242.13,6,0,0,0
2006-12-22 7:31,1.398,0.208,241,5.8,0,0,0
2006-12-22 7:32,1.388,0.206,240.69,5.8,0,0,0
2006-12-22 7:33,1.386,0.206,240.6,5.8,0,0,0
2006-12-22 7:34,1.398,0.21,241.47,5.8,0,0,0
2006-12-22 7:35,1.394,0.208,240.93,5.8,0,0,0
2006-12-22 7:36,1.392,0.204,240.55,5.8,0,0,0
2006-12-22 7:37,1.404,0.214,242.29,5.8,0,0,0
2006-12-22 7:38,1.396,0.216,242.63,5.8,0,0,0
2006-12-22 7:39,1.53,0.208,241.81,6.4,0,0,0
2006-12-22 7:40,1.568,0.21,241.84,6.4,0,0,0
2006-12-22 7:41,1.58,0.214,241.6,6.6,0,0,0
2006-12-22 7:42,1.656,0.322,242.17,7,0,0,0
2006-12-22 7:43,1.578,0.232,240.25,6.6,0,0,0
2006-12-22 7:44,1.488,0.18,240.49,6.2,0,0,0
2006-12-22 7:45,1.498,0.18,240.74,6.2,0,0,0
2006-12-22 7:46,1.444,0.188,242.07,6,0,0,0
2006-12-22 7:47,2.354,0.184,242.04,10.2,0,0,11
2006-12-22 7:48,2.96,0.154,240.84,12.2,0,0,19
2006-12-22 7:49,2.864,0.148,241.11,11.8,0,0,18
2006-12-22 7:50,2.762,0,239.67,11.4,0,0,18
2006-12-22 7:51,2.818,0,238.22,11.8,0,0,17
2006-12-22 7:52,2.896,0,238.01,12.2,0,0,18
2006-12-22 7:53,2.896,0,238.12,12.2,0,0,17
2006-12-22 7:54,2.912,0,239.18,12.2,0,0,18
2006-12-22 7:55,2.978,0,240.28,12.4,0,0,17
2006-12-22 7:56,2.984,0,238.11,12.4,0,0,18
2006-12-22 7:57,2.942,0,240.4,12.2,0,0,18
2006-12-22 7:58,2.96,0,241.57,12.2,0,0,17
2006-12-22 7:59,2.932,0,241.16,12,0,0,18
2006-12-22 8:00,3.004,0,240.73,12.4,0,0,18
2006-12-22 8:01,3.278,0,239.86,13.8,0,0,18
2006-12-22 8:02,4.282,0.058,238.44,17.8,0,0,17
2006-12-22 8:03,4.19,0.14,238.72,17.6,0,1,18
2006-12-22 8:04,2.916,0.154,240.24,12,0,1,17
2006-12-22 8:05,2.948,0.158,239.55,12.2,0,2,18
2006-12-22 8:06,3.162,0.148,239.3,13.2,0,1,17
2006-12-22 8:07,3.25,0.158,240.25,13.4,0,1,18
2006-12-22 8:08,3.282,0.178,239.01,13.6,1,2,18
2006-12-22 8:09,2.968,0.136,239.08,12.4,1,1,17
2006-12-22 8:10,3.594,0.332,238.41,15.2,1,2,18
2006-12-22 8:11,3.19,0.204,237.71,13.4,1,1,17
2006-12-22 8:12,3.2,0.212,238.9,13.4,1,1,17
2006-12-22 8:13,3.136,0.216,239.67,13,1,2,18
2006-12-22 8:14,2.956,0.218,239.37,12.4,1,1,18
2006-12-22 8:15,2.548,0.278,240.21,10.8,1,1,17
2006-12-22 8:16,2.056,0.34,241.47,8.6,1,2,18
2006-12-22 8:17,2.012,0.232,241.87,8.2,1,1,18
2006-12-22 8:18,2.016,0.232,241.91,8.4,1,1,18
2006-12-22 8:19,2.012,0.234,242.05,8.2,1,2,18
2006-12-22 8:20,2.01,0.228,241.41,8.2,2,1,18
2006-12-22 8:21,3.692,0.208,239.22,15.8,27,1,17
2006-12-22 8:22,4.196,0.2,238.48,17.6,38,1,18
2006-12-22 8:23,4.22,0.206,239.37,17.6,39,2,17
2006-12-22 8:24,4.202,0.148,240.05,17.4,38,1,18
2006-12-22 8:25,4.158,0.076,240.34,17.2,39,1,18
2006-12-22 8:26,4.098,0,239.88,17,38,1,17
2006-12-22 8:27,4.066,0.046,239.93,16.8,39,0,18
2006-12-22 8:28,4.088,0,240.56,17,38,0,18
2006-12-22 8:29,4.126,0,239.81,17.2,39,0,17
2006-12-22 8:30,4.124,0.056,239.07,17.2,38,0,18
2006-12-22 8:31,4.08,0.05,237.71,17,38,0,17
2006-12-22 8:32,4.072,0.05,237.64,17,38,0,17
2006-12-22 8:33,3.476,0.056,238.38,15,30,0,18
2006-12-22 8:34,1.91,0.074,240.44,7.8,1,0,17
2006-12-22 8:35,1.904,0.072,240.36,7.8,1,0,18
2006-12-22 8:36,1.914,0.074,241,7.8,1,0,18
2006-12-22 8:37,1.894,0.056,240.93,7.8,2,0,18
2006-12-22 8:38,2.462,0,241.12,11,9,0,18
2006-12-22 8:39,4.054,0.046,239.59,16.8,38,0,17
2006-12-22 8:40,4.026,0.048,238.38,16.8,38,0,18
2006-12-22 8:41,4.016,0.048,238.35,16.8,38,0,17
2006-12-22 8:42,3.15,0,239.04,13.8,26,0,17
2006-12-22 8:43,1.718,0,240.56,7,1,0,18
2006-12-22 8:44,1.52,0,241.72,6.2,1,0,18
2006-12-22 8:45,1.466,0,242.63,6,1,0,18
2006-12-22 8:46,1.45,0,243.19,5.8,2,0,18
2006-12-22 8:47,1.36,0,242.45,5.6,1,0,18
2006-12-22 8:48,1.348,0,242.1,5.4,1,0,18
2006-12-22 8:49,1.346,0,242.33,5.4,1,0,18
2006-12-22 8:50,1.432,0.06,242.64,5.8,1,0,18
2006-12-22 8:51,1.466,0.118,242.55,6,2,0,18
2006-12-22 8:52,1.46,0.116,242.33,6,1,0,18
2006-12-22 8:53,1.458,0.118,242.36,6,1,0,18
2006-12-22 8:54,1.452,0.116,242.42,6,1,0,18
2006-12-22 8:55,1.446,0.116,242.25,6,1,0,18
2006-12-22 8:56,1.458,0.118,242.76,6,2,0,18
2006-12-22 8:57,1.456,0.118,242.79,6,1,0,18
2006-12-22 8:58,1.448,0.116,242.17,6,1,0,18
2006-12-22 8:59,1.442,0.116,241.96,6,1,0,18
2006-12-22 9:00,1.44,0.116,242.28,5.8,2,0,18
2006-12-22 9:01,1.45,0.118,242.72,6,1,0,18
2006-12-22 9:02,1.446,0.116,242.32,6,1,0,18
2006-12-22 9:03,1.444,0.114,241.96,6,1,0,18
2006-12-22 9:04,1.444,0.118,241.98,6,1,0,18
2006-12-22 9:05,1.378,0,241.9,5.6,2,0,18
2006-12-22 9:06,1.346,0,242.23,5.4,1,0,18
2006-12-22 9:07,1.346,0,241.46,5.4,1,0,18
2006-12-22 9:08,1.34,0,241.15,5.4,1,0,17
2006-12-22 9:09,1.34,0,240.88,5.4,2,0,18
2006-12-22 9:10,1.326,0,240.17,5.4,1,0,18
2006-12-22 9:11,1.332,0,240.73,5.4,1,0,18
2006-12-22 9:12,1.338,0,241.27,5.4,1,0,17
2006-12-22 9:13,1.348,0,240.96,5.6,1,0,18
2006-12-22 9:14,1.368,0.066,240.95,5.6,1,0,18
2006-12-22 9:15,1.386,0.108,240.3,5.8,1,0,18
2006-12-22 9:16,1.384,0.094,240.17,5.8,1,0,17
2006-12-22 9:17,1.404,0.084,239.59,5.8,1,0,18
2006-12-22 9:18,1.422,0.086,240.78,5.8,2,0,18
2006-12-22 9:19,1.408,0.08,240.48,5.8,1,0,17
2006-12-22 9:20,1.392,0.074,239.03,5.8,1,0,18
2006-12-22 9:21,1.388,0.074,239.52,5.8,1,0,18
2006-12-22 9:22,1.382,0.066,239.34,5.8,2,0,17
2006-12-22 9:23,1.314,0,238.51,5.4,1,0,18
2006-12-22 9:24,1.3,0,237.97,5.4,1,0,17
2006-12-22 9:25,1.292,0,238.85,5.4,1,0,17
2006-12-22 9:26,1.332,0,239.78,5.4,1,0,18
